,H,B,q,R_int,gamma,Su,sf_lower,sf_upper
2269,4,2,10,1.0,16,75,6.482,6.811
2270,4,2,10,1.0,16,50,4.321,4.551
2271,4,2,10,1.0,16,25,2.161,2.261
2272,4,2,10,1.0,14,100,9.643,10.189
2273,4,2,10,1.0,14,75,7.267,7.650
2274,4,2,10,1.0,14,50,4.821,5.095
2275,4,2,10,1.0,14,25,2.411,2.547
2276,4,2,10,0.8,18,100,7.833,8.204
2277,4,2,10,0.8,18,75,5.849,6.136
2278,4,2,10,0.8,18,50,3.916,4.102
2279,4,2,10,0.8,18,25,1.958,2.051
2280,4,2,10,0.8,16,100,8.642,9.063
2281,4,2,10,0.8,16,75,6.482,6.811
2282,4,2,10,0.8,16,50,4.321,4.532
2283,4,2,10,0.8,16,25,2.161,2.266
2284,4,2,10,0.8,14,100,9.643,10.189
2285,4,2,10,0.8,14,75,7.267,7.614
2286,4,2,10,0.8,14,50,4.821,5.095
2287,4,2,10,0.8,14,25,2.411,2.547
2288,4,2,10,0.6,18,100,7.820,8.204
2289,4,2,10,0.6,18,75,5.849,6.136
2290,4,2,10,0.6,18,50,3.910,4.102
2291,4,2,10,0.6,18,25,1.955,2.051
2292,4,2,10,0.6,16,100,8.642,9.063
2293,4,2,10,0.6,16,75,6.502,6.811
2294,4,2,10,0.6,16,50,4.321,4.532
2295,4,2,10,0.6,16,25,2.161,2.266
2296,4,2,10,0.6,14,100,9.720,10.189
2297,4,2,10,0.6,14,75,7.267,7.643
2298,4,2,10,0.6,14,50,4.860,5.095
2299,4,2,10,0.6,14,25,2.430,2.547
2300,4,2,0,1.0,18,100,8.877,9.348
2301,4,2,0,1.0,18,75,6.682,7.008
2302,4,2,0,1.0,18,50,4.410,4.674
2303,4,2,0,1.0,18,25,2.223,2.337
2304,4,2,0,1.0,16,100,9.995,10.459
2305,4,2,0,1.0,16,75,7.522,7.889
2306,4,2,0,1.0,16,50,4.998,5.230
2307,4,2,0,1.0,16,25,2.499,2.615
2308,4,2,0,1.0,14,100,11.383,12.015
2309,4,2,0,1.0,14,75,8.521,9.011
2310,4,2,0,1.0,14,50,5.691,6.008
2311,4,2,0,1.0,14,25,2.846,3.004
2312,4,2,0,0.8,18,100,8.884,9.299
2313,4,2,0,0.8,18,75,6.682,7.008
2314,4,2,0,0.8,18,50,4.446,4.649
2315,4,2,0,0.8,18,25,2.221,2.325
2316,4,2,0,0.8,16,100,9.995,10.459
2317,4,2,0,0.8,16,75,7.522,7.844
2318,4,2,0,0.8,16,50,4.982,5.230
2319,4,2,0,0.8,16,25,2.499,2.615
2320,4,2,0,0.8,14,100,11.474,12.015
2321,4,2,0,0.8,14,75,8.521,9.011
2322,4,2,0,0.8,14,50,5.737,6.008
2323,4,2,0,0.8,14,25,2.869,3.004
2324,4,2,0,0.6,18,100,8.884,9.299
2325,4,2,0,0.6,18,75,6.687,7.008
2326,4,2,0,0.6,18,50,4.442,4.649
2327,4,2,0,0.6,18,25,2.221,2.325
2328,4,2,0,0.6,16,100,9.963,10.527
2329,4,2,0,0.6,16,75,7.468,7.895
2330,4,2,0,0.6,16,50,4.998,5.263
2331,4,2,0,0.6,16,25,2.499,2.632
2332,4,2,0,0.6,14,100,11.433,11.990
2333,4,2,0,0.6,14,75,8.574,9.021
2334,4,2,0,0.6,14,50,5.716,5.995
2335,4,2,0,0.6,14,25,2.858,2.998
2336,2,20,20,1.0,18,100,9.377,9.614
2337,2,20,20,1.0,18,75,7.006,7.201
2338,2,20,20,1.0,18,50,4.689,4.807
2339,2,20,20,1.0,18,25,2.344,2.403
2340,2,20,20,1.0,16,100,10.090,10.352
2341,2,20,20,1.0,16,75,7.573,7.758
2342,2,20,20,1.0,16,50,5.053,5.176
2343,2,20,20,1.0,16,25,2.524,2.588
2344,2,20,20,1.0,14,100,10.952,11.203
2345,2,20,20,1.0,14,75,8.179,8.407
2346,2,20,20,1.0,14,50,5.436,5.611
2347,2,20,20,1.0,14,25,2.738,2.806
2348,2,20,20,0.8,18,100,9.395,9.606
2349,2,20,20,0.8,18,75,7.002,7.201
2350,2,20,20,0.8,18,50,4.671,4.803
2351,2,20,20,0.8,18,25,2.336,2.402
2352,2,20,20,0.8,16,100,10.113,10.352
2353,2,20,20,0.8,16,75,7.573,7.758
2354,2,20,20,0.8,16,50,5.049,5.176
2355,2,20,20,0.8,16,25,2.524,2.588
2356,2,20,20,0.8,14,100,10.952,11.212
2357,2,20,20,0.8,14,75,8.179,8.407
2358,2,20,20,0.8,14,50,5.441,5.606
2359,2,20,20,0.8,14,25,2.738,2.803
2360,2,20,20,0.6,18,100,9.342,9.614
2361,2,20,20,0.6,18,75,7.006,7.207
2362,2,20,20,0.6,18,50,4.671,4.807
2363,2,20,20,0.6,18,25,2.336,2.403
2364,2,20,20,0.6,16,100,10.106,10.352
2365,2,20,20,0.6,16,75,7.573,7.758
2366,2,20,20,0.6,16,50,5.040,5.176
2367,2,20,20,0.6,16,25,2.527,2.588
2368,2,20,20,0.6,14,100,10.911,11.212
2369,2,20,20,0.6,14,75,8.179,8.407
2370,2,20,20,0.6,14,50,5.456,5.606
2371,2,20,20,0.6,14,25,2.728,2.803
2372,2,20,10,1.0,18,100,11.413,11.690
2373,2,20,10,1.0,18,75,8.565,8.774
2374,2,20,10,1.0,18,50,5.716,5.845
2375,2,20,10,1.0,18,25,2.858,2.922
2376,2,20,10,1.0,16,100,12.480,12.808
2377,2,20,10,1.0,16,75,9.377,9.606
2378,2,20,10,1.0,16,50,6.240,6.404
2379,2,20,10,1.0,16,25,3.120,3.202
2380,2,20,10,1.0,14,100,13.813,14.155
2381,2,20,10,1.0,14,75,10.388,10.613
2382,2,20,10,1.0,14,50,6.907,7.077
2383,2,20,10,1.0,14,25,3.453,3.539
2384,2,20,10,0.8,18,100,11.413,11.699
2385,2,20,10,0.8,18,75,8.551,8.774
2386,2,20,10,0.8,18,50,5.707,5.850
2387,2,20,10,0.8,18,25,2.858,2.925
2388,2,20,10,0.8,16,100,12.510,12.808
2389,2,20,10,0.8,16,75,9.342,9.606
2390,2,20,10,0.8,16,50,6.255,6.404
2391,2,20,10,0.8,16,25,3.127,3.202
2392,2,20,10,0.8,14,100,13.702,14.166
2393,2,20,10,0.8,14,75,10.379,10.632
2394,2,20,10,0.8,14,50,6.851,7.083
2395,2,20,10,0.8,14,25,3.426,3.542
2396,2,20,10,0.6,18,100,11.431,11.699
2397,2,20,10,0.6,18,75,8.565,8.774
2398,2,20,10,0.6,18,50,5.716,5.850
2399,2,20,10,0.6,18,25,2.858,2.925
2400,2,20,10,0.6,16,100,12.480,12.808
2401,2,20,10,0.6,16,75,9.342,9.606
2402,2,20,10,0.6,16,50,6.240,6.404
2403,2,20,10,0.6,16,25,3.120,3.202
2404,2,20,10,0.6,14,100,13.797,14.155
2405,2,20,10,0.6,14,75,10.313,10.613
2406,2,20,10,0.6,14,50,6.899,7.077
2407,2,20,10,0.6,14,25,3.449,3.539
2408,2,20,0,1.0,18,100,14.577,14.945
2409,2,20,0,1.0,18,75,10.952,11.212
2410,2,20,0,1.0,18,50,7.289,7.473
2411,2,20,0,1.0,18,25,3.644,3.736
2412,2,20,0,1.0,16,100,16.358,16.815
2413,2,20,0,1.0,16,75,12.288,12.634
2414,2,20,0,1.0,16,50,8.179,8.407
2415,2,20,0,1.0,16,25,4.090,4.204
2416,2,20,0,1.0,14,100,18.685,19.212
2417,2,20,0,1.0,14,75,14.011,14.403
2418,2,20,0,1.0,14,50,9.342,9.606
2419,2,20,0,1.0,14,25,4.671,4.803
2420,2,20,0,0.8,18,100,14.577,14.945
2421,2,20,0,0.8,18,75,10.960,11.223
2422,2,20,0,0.8,18,50,7.289,7.473
2423,2,20,0,0.8,18,25,3.644,3.736
2424,2,20,0,0.8,16,100,16.358,16.815
2425,2,20,0,0.8,16,75,12.288,12.634
2426,2,20,0,0.8,16,50,8.179,8.407
2427,2,20,0,0.8,16,25,4.090,4.204
2428,2,20,0,0.8,14,100,18.685,19.212
2429,2,20,0,0.8,14,75,14.049,14.403
2430,2,20,0,0.8,14,50,9.342,9.606
2431,2,20,0,0.8,14,25,4.671,4.803
2432,2,20,0,0.6,18,100,14.601,14.953
2433,2,20,0,0.6,18,75,10.911,11.212
2434,2,20,0,0.6,18,50,7.300,7.473
2435,2,20,0,0.6,18,25,3.650,3.736
2436,2,20,0,0.6,16,100,16.358,16.815
2437,2,20,0,0.6,16,75,12.302,12.634
2438,2,20,0,0.6,16,50,8.179,8.407
2439,2,20,0,0.6,16,25,4.090,4.204
2440,2,20,0,0.6,14,100,18.685,19.212
2441,2,20,0,0.6,14,75,14.011,14.414
2442,2,20,0,0.6,14,50,9.342,9.606
2443,2,20,0,0.6,14,25,4.671,4.803
2444,2,18,20,1.0,18,100,9.413,9.637
2445,2,18,20,1.0,18,75,7.051,7.241
2446,2,18,20,1.0,18,50,4.703,4.834
2447,2,18,20,1.0,18,25,2.353,2.409
2448,2,18,20,1.0,16,100,10.128,10.378
2449,2,18,20,1.0,16,75,7.623,7.811
2450,2,18,20,1.0,16,50,5.064,5.206
2451,2,18,20,1.0,16,25,2.532,2.594
2452,2,18,20,1.0,14,100,10.982,11.279
2453,2,18,20,1.0,14,75,8.215,8.448
2454,2,18,20,1.0,14,50,5.491,5.639
2455,2,18,20,1.0,14,25,2.746,2.811
2456,2,18,20,0.8,18,100,9.413,9.637
2457,2,18,20,0.8,18,75,7.051,7.241
2458,2,18,20,0.8,18,50,4.703,4.819
2459,2,18,20,0.8,18,25,2.353,2.417
2460,2,18,20,0.8,16,100,10.128,10.412
2461,2,18,20,0.8,16,75,7.568,7.785
2462,2,18,20,0.8,16,50,5.064,5.206
2463,2,18,20,0.8,16,25,2.532,2.594
2464,2,18,20,0.8,14,100,10.982,11.279
2465,2,18,20,0.8,14,75,8.215,8.448
2466,2,18,20,0.8,14,50,5.491,5.639
2467,2,18,20,0.8,14,25,2.746,2.820
2468,2,18,20,0.6,18,100,9.426,9.645
2469,2,18,20,0.6,18,75,7.051,7.230
2470,2,18,20,0.6,18,50,4.713,4.823
2471,2,18,20,0.6,18,25,2.352,2.411
2472,2,18,20,0.6,16,100,10.128,10.383
2473,2,18,20,0.6,16,75,7.590,7.797
2474,2,18,20,0.6,16,50,5.064,5.192
2475,2,18,20,0.6,16,25,2.532,2.596
2476,2,18,20,0.6,14,100,10.982,11.254
2477,2,18,20,0.6,14,75,8.215,8.438
2478,2,18,20,0.6,14,50,5.491,5.627
2479,2,18,20,0.6,14,25,2.746,2.813
2480,2,18,10,1.0,18,100,11.449,11.740
2481,2,18,10,1.0,18,75,8.603,8.810
2482,2,18,10,1.0,18,50,5.725,5.870
2483,2,18,10,1.0,18,25,2.862,2.935
2484,2,18,10,1.0,16,100,12.547,12.889
2485,2,18,10,1.0,16,75,9.413,9.637
2486,2,18,10,1.0,16,50,6.273,6.444
2487,2,18,10,1.0,16,25,3.137,3.222
2488,2,18,10,1.0,14,100,13.843,14.213
2489,2,18,10,1.0,14,75,10.414,10.661
2490,2,18,10,1.0,14,50,6.921,7.106
2491,2,18,10,1.0,14,25,3.461,3.553
2492,2,18,10,0.8,18,100,11.449,11.740
2493,2,18,10,0.8,18,75,8.603,8.810
2494,2,18,10,0.8,18,50,5.725,5.870
2495,2,18,10,0.8,18,25,2.862,2.935
2496,2,18,10,0.8,16,100,12.547,12.889
2497,2,18,10,0.8,16,75,9.426,9.637
2498,2,18,10,0.8,16,50,6.273,6.424
2499,2,18,10,0.8,16,25,3.137,3.222
2500,2,18,10,0.8,14,100,13.843,14.213
2501,2,18,10,0.8,14,75,10.414,10.661
2502,2,18,10,0.8,14,50,6.921,7.106
2503,2,18,10,0.8,14,25,3.461,3.553
2504,2,18,10,0.6,18,100,11.449,11.751
2505,2,18,10,0.6,18,75,8.603,8.810
2506,2,18,10,0.6,18,50,5.725,5.876
2507,2,18,10,0.6,18,25,2.862,2.938
2508,2,18,10,0.6,16,100,12.547,12.891
2509,2,18,10,0.6,16,75,9.407,9.637
2510,2,18,10,0.6,16,50,6.273,6.446
2511,2,18,10,0.6,16,25,3.137,3.223
2512,2,18,10,0.6,14,100,13.843,14.201
2513,2,18,10,0.6,14,75,10.414,10.668
2514,2,18,10,0.6,14,50,6.921,7.101
2515,2,18,10,0.6,14,25,3.461,3.550
2516,2,18,0,1.0,18,100,14.619,15.007
2517,2,18,0,1.0,18,75,10.982,11.279
2518,2,18,0,1.0,18,50,7.309,7.504
2519,2,18,0,1.0,18,25,3.655,3.752
2520,2,18,0,1.0,16,100,16.430,16.897
2521,2,18,0,1.0,16,75,12.355,12.665
2522,2,18,0,1.0,16,50,8.215,8.448
2523,2,18,0,1.0,16,25,4.108,4.224
2524,2,18,0,1.0,14,100,18.813,19.274
2525,2,18,0,1.0,14,75,14.101,14.483
2526,2,18,0,1.0,14,50,9.413,9.637
2527,2,18,0,1.0,14,25,4.707,4.819
2528,2,18,0,0.8,18,100,14.619,15.007
2529,2,18,0,0.8,18,75,10.982,11.242
2530,2,18,0,0.8,18,50,7.309,7.504
2531,2,18,0,0.8,18,25,3.655,3.752
2532,2,18,0,0.8,16,100,16.430,16.897
2533,2,18,0,0.8,16,75,12.355,12.657
2534,2,18,0,0.8,16,50,8.215,8.448
2535,2,18,0,0.8,16,25,4.108,4.224
2536,2,18,0,0.8,14,100,18.847,19.274
2537,2,18,0,0.8,14,75,14.101,14.483
2538,2,18,0,0.8,14,50,9.407,9.637
2539,2,18,0,0.8,14,25,4.707,4.819
2540,2,18,0,0.6,18,100,14.619,15.007
2541,2,18,0,0.6,18,75,10.982,11.254
2542,2,18,0,0.6,18,50,7.309,7.504
2543,2,18,0,0.6,18,25,3.655,3.752
2544,2,18,0,0.6,16,100,16.430,16.877
2545,2,18,0,0.6,16,75,12.355,12.665
2546,2,18,0,0.6,16,50,8.215,8.438
2547,2,18,0,0.6,16,25,4.108,4.219
2548,2,18,0,0.6,14,100,18.813,19.290
2549,2,18,0,0.6,14,75,14.101,14.461
2550,2,18,0,0.6,14,50,9.413,9.645
2551,2,18,0,0.6,14,25,4.707,4.823
2552,2,16,20,1.0,18,100,9.437,9.692
2553,2,16,20,1.0,18,75,7.096,7.261
2554,2,16,20,1.0,18,50,4.719,4.846
2555,2,16,20,1.0,18,25,2.359,2.423
2556,2,16,20,1.0,16,100,10.189,10.432
2557,2,16,20,1.0,16,75,7.630,7.829
2558,2,16,20,1.0,16,50,5.095,5.216
2559,2,16,20,1.0,16,25,2.547,2.608
2560,2,16,20,1.0,14,100,11.008,11.333
2561,2,16,20,1.0,14,75,8.287,8.485
2562,2,16,20,1.0,14,50,5.504,5.666
2563,2,16,20,1.0,14,25,2.752,2.833
2564,2,16,20,0.8,18,100,9.437,9.692
2565,2,16,20,0.8,18,75,7.096,7.275
2566,2,16,20,0.8,18,50,4.719,4.846
2567,2,16,20,0.8,18,25,2.359,2.423
2568,2,16,20,0.8,16,100,10.189,10.432
2569,2,16,20,0.8,16,75,7.630,7.829
2570,2,16,20,0.8,16,50,5.095,5.216
2571,2,16,20,0.8,16,25,2.547,2.608
2572,2,16,20,0.8,14,100,11.008,11.296
2573,2,16,20,0.8,14,75,8.287,8.485
2574,2,16,20,0.8,14,50,5.504,5.648
2575,2,16,20,0.8,14,25,2.752,2.824
2576,2,16,20,0.6,18,100,9.437,9.692
2577,2,16,20,0.6,18,75,7.091,7.275
2578,2,16,20,0.6,18,50,4.719,4.846
2579,2,16,20,0.6,18,25,2.359,2.423
2580,2,16,20,0.6,16,100,10.189,10.436
2581,2,16,20,0.6,16,75,7.630,7.834
2582,2,16,20,0.6,16,50,5.095,5.218
2583,2,16,20,0.6,16,25,2.547,2.609
2584,2,16,20,0.6,14,100,11.008,11.333
2585,2,16,20,0.6,14,75,8.287,8.485
2586,2,16,20,0.6,14,50,5.504,5.648
2587,2,16,20,0.6,14,25,2.752,2.824
2588,2,16,10,1.0,18,100,11.493,11.828
2589,2,16,10,1.0,18,75,8.650,8.851
2590,2,16,10,1.0,18,50,5.747,5.914
2591,2,16,10,1.0,18,25,2.873,2.957
2592,2,16,10,1.0,16,100,12.579,12.943
2593,2,16,10,1.0,16,75,9.431,9.692
2594,2,16,10,1.0,16,50,6.289,6.471
2595,2,16,10,1.0,16,25,3.145,3.236
2596,2,16,10,1.0,14,100,13.850,14.275
2597,2,16,10,1.0,14,75,10.464,10.707
2598,2,16,10,1.0,14,50,6.913,7.137
2599,2,16,10,1.0,14,25,3.487,3.569
2600,2,16,10,0.8,18,100,11.512,11.790
2601,2,16,10,0.8,18,75,8.636,8.851
2602,2,16,10,0.8,18,50,5.756,5.895
2603,2,16,10,0.8,18,25,2.878,2.947
2604,2,16,10,0.8,16,100,12.579,12.935
2605,2,16,10,0.8,16,75,9.437,9.692
2606,2,16,10,0.8,16,50,6.289,6.468
2607,2,16,10,0.8,16,25,3.145,3.234
2608,2,16,10,0.8,14,100,13.946,14.275
2609,2,16,10,0.8,14,75,10.464,10.714
2610,2,16,10,0.8,14,50,6.970,7.137
2611,2,16,10,0.8,14,25,3.456,3.569
2612,2,16,10,0.6,18,100,11.512,11.790
2613,2,16,10,0.6,18,75,8.580,8.851
2614,2,16,10,0.6,18,50,5.765,5.895
2615,2,16,10,0.6,18,25,2.882,2.947
2616,2,16,10,0.6,16,100,12.579,12.935
2617,2,16,10,0.6,16,75,9.448,9.692
2618,2,16,10,0.6,16,50,6.289,6.468
2619,2,16,10,0.6,16,25,3.145,3.234
2620,2,16,10,0.6,14,100,13.951,14.275
2621,2,16,10,0.6,14,75,10.455,10.714
2622,2,16,10,0.6,14,50,6.973,7.137
2623,2,16,10,0.6,14,25,3.485,3.569
2624,2,16,0,1.0,18,100,14.712,15.069
2625,2,16,0,1.0,18,75,11.046,11.333
2626,2,16,0,1.0,18,50,7.356,7.535
2627,2,16,0,1.0,18,25,3.678,3.767
2628,2,16,0,1.0,16,100,16.561,16.958
2629,2,16,0,1.0,16,75,12.404,12.716
2630,2,16,0,1.0,16,50,8.287,8.479
2631,2,16,0,1.0,16,25,4.144,4.240
2632,2,16,0,1.0,14,100,18.862,19.385
2633,2,16,0,1.0,14,75,14.204,14.523
2634,2,16,0,1.0,14,50,9.437,9.692
2635,2,16,0,1.0,14,25,4.715,4.846
2636,2,16,0,0.8,18,100,14.712,15.069
2637,2,16,0,0.8,18,75,11.046,11.296
2638,2,16,0,0.8,18,50,7.356,7.535
2639,2,16,0,0.8,18,25,3.681,3.767
2640,2,16,0,0.8,16,100,16.561,16.958
2641,2,16,0,0.8,16,75,12.414,12.713
2642,2,16,0,0.8,16,50,8.287,8.479
2643,2,16,0,0.8,16,25,4.144,4.240
2644,2,16,0,0.8,14,100,18.862,19.385
2645,2,16,0,0.8,14,75,14.193,14.549
2646,2,16,0,0.8,14,50,9.431,9.692
2647,2,16,0,0.8,14,25,4.715,4.846
2648,2,16,0,0.6,18,100,14.736,15.069
2649,2,16,0,0.6,18,75,11.028,11.333
2650,2,16,0,0.6,18,50,7.356,7.559
2651,2,16,0,0.6,18,25,3.681,3.767
2652,2,16,0,0.6,16,100,16.574,16.970
2653,2,16,0,0.6,16,75,12.395,12.713
2654,2,16,0,0.6,16,50,8.287,8.485
2655,2,16,0,0.6,16,25,4.144,4.242
2656,2,16,0,0.6,14,100,18.862,19.385
2657,2,16,0,0.6,14,75,14.193,14.549
2658,2,16,0,0.6,14,50,9.431,9.692
2659,2,16,0,0.6,14,25,4.719,4.846
2660,2,14,20,1.0,18,100,9.476,9.745
2661,2,14,20,1.0,18,75,7.100,7.315
2662,2,14,20,1.0,18,50,4.738,4.872
2663,2,14,20,1.0,18,25,2.369,2.436
2664,2,14,20,1.0,16,100,10.200,10.509
2665,2,14,20,1.0,16,75,7.644,7.876
2666,2,14,20,1.0,16,50,5.093,5.255
2667,2,14,20,1.0,16,25,2.550,2.627
2668,2,14,20,1.0,14,100,11.061,11.370
2669,2,14,20,1.0,14,75,8.296,8.534
2670,2,14,20,1.0,14,50,5.531,5.685
2671,2,14,20,1.0,14,25,2.765,2.843
2672,2,14,20,0.8,18,100,9.476,9.745
2673,2,14,20,0.8,18,75,7.100,7.315
2674,2,14,20,0.8,18,50,4.738,4.872
2675,2,14,20,0.8,18,25,2.369,2.436
2676,2,14,20,0.8,16,100,10.200,10.492
2677,2,14,20,0.8,16,75,7.644,7.876
2678,2,14,20,0.8,16,50,5.100,5.246
2679,2,14,20,0.8,16,25,2.550,2.623
2680,2,14,20,0.8,14,100,11.031,11.370
2681,2,14,20,0.8,14,75,8.273,8.534
2682,2,14,20,0.8,14,50,5.515,5.685
2683,2,14,20,0.8,14,25,2.758,2.843
2684,2,14,20,0.6,18,100,9.476,9.761
2685,2,14,20,0.6,18,75,7.090,7.315
2686,2,14,20,0.6,18,50,4.738,4.880
2687,2,14,20,0.6,18,25,2.369,2.440
2688,2,14,20,0.6,16,100,10.200,10.509
2689,2,14,20,0.6,16,75,7.644,7.876
2690,2,14,20,0.6,16,50,5.100,5.255
2691,2,14,20,0.6,16,25,2.550,2.627
2692,2,14,20,0.6,14,100,11.031,11.370
2693,2,14,20,0.6,14,75,8.273,8.534
2694,2,14,20,0.6,14,50,5.515,5.685
2695,2,14,20,0.6,14,25,2.758,2.843
2696,2,14,10,1.0,18,100,11.546,11.863
2697,2,14,10,1.0,18,75,8.662,8.904
2698,2,14,10,1.0,18,50,5.773,5.932
2699,2,14,10,1.0,18,25,2.887,2.966
2700,2,14,10,1.0,16,100,12.614,13.006
2701,2,14,10,1.0,16,75,9.476,9.745
2702,2,14,10,1.0,16,50,6.307,6.503
2703,2,14,10,1.0,16,25,3.153,3.251
2704,2,14,10,1.0,14,100,13.942,14.382
2705,2,14,10,1.0,14,75,10.458,10.771
2706,2,14,10,1.0,14,50,6.971,7.191
2707,2,14,10,1.0,14,25,3.485,3.596
2708,2,14,10,0.8,18,100,11.546,11.863
2709,2,14,10,0.8,18,75,8.662,8.904
2710,2,14,10,0.8,18,50,5.773,5.932
2711,2,14,10,0.8,18,25,2.887,2.966
2712,2,14,10,0.8,16,100,12.614,13.006
2713,2,14,10,0.8,16,75,9.476,9.745
2714,2,14,10,0.8,16,50,6.307,6.503
2715,2,14,10,0.8,16,25,3.153,3.251
2716,2,14,10,0.8,14,100,13.942,14.359
2717,2,14,10,0.8,14,75,10.458,10.806
2718,2,14,10,0.8,14,50,6.965,7.180
2719,2,14,10,0.8,14,25,3.485,3.590
2720,2,14,10,0.6,18,100,11.546,11.883
2721,2,14,10,0.6,18,75,8.662,8.904
2722,2,14,10,0.6,18,50,5.773,5.941
2723,2,14,10,0.6,18,25,2.887,2.971
2724,2,14,10,0.6,16,100,12.614,12.997
2725,2,14,10,0.6,16,75,9.476,9.761
2726,2,14,10,0.6,16,50,6.307,6.499
2727,2,14,10,0.6,16,25,3.153,3.249
2728,2,14,10,0.6,14,100,13.980,14.382
2729,2,14,10,0.6,14,75,10.458,10.806
2730,2,14,10,0.6,14,50,6.990,7.191
2731,2,14,10,0.6,14,25,3.495,3.596
2732,2,14,0,1.0,18,100,14.764,15.160
2733,2,14,0,1.0,18,75,11.061,11.370
2734,2,14,0,1.0,18,50,7.358,7.580
2735,2,14,0,1.0,18,25,3.681,3.790
2736,2,14,0,1.0,16,100,16.592,17.068
2737,2,14,0,1.0,16,75,12.418,12.808
2738,2,14,0,1.0,16,50,8.296,8.534
2739,2,14,0,1.0,16,25,4.148,4.267
2740,2,14,0,1.0,14,100,18.953,19.490
2741,2,14,0,1.0,14,75,14.200,14.629
2742,2,14,0,1.0,14,50,9.476,9.745
2743,2,14,0,1.0,14,25,4.738,4.872
2744,2,14,0,0.8,18,100,14.764,15.160
2745,2,14,0,0.8,18,75,11.061,11.370
2746,2,14,0,0.8,18,50,7.378,7.580
2747,2,14,0,0.8,18,25,3.691,3.790
2748,2,14,0,0.8,16,100,16.592,17.068
2749,2,14,0,0.8,16,75,12.418,12.796
2750,2,14,0,0.8,16,50,8.296,8.534
2751,2,14,0,0.8,16,25,4.148,4.267
2752,2,14,0,0.8,14,100,18.953,19.490
2753,2,14,0,0.8,14,75,14.200,14.629
2754,2,14,0,0.8,14,50,9.476,9.745
2755,2,14,0,0.8,14,25,4.738,4.872
2756,2,14,0,0.6,18,100,14.756,15.185
2757,2,14,0,0.6,18,75,11.061,11.389
2758,2,14,0,0.6,18,50,7.378,7.592
2759,2,14,0,0.6,18,25,3.681,3.796
2760,2,14,0,0.6,16,100,16.592,17.068
2761,2,14,0,0.6,16,75,12.418,12.808
2762,2,14,0,0.6,16,50,8.296,8.534
2763,2,14,0,0.6,16,25,4.148,4.267
2764,2,14,0,0.6,14,100,18.953,19.521
2765,2,14,0,0.6,14,75,14.200,14.629
2766,2,14,0,0.6,14,50,9.476,9.761
2767,2,14,0,0.6,14,25,4.738,4.880
2768,2,12,20,1.0,18,100,9.574,9.841
2769,2,12,20,1.0,18,75,7.174,7.370
2770,2,12,20,1.0,18,50,4.787,4.920
2771,2,12,20,1.0,18,25,2.394,2.460
2772,2,12,20,1.0,16,100,10.301,10.590
2773,2,12,20,1.0,16,75,7.726,7.958
2774,2,12,20,1.0,16,50,5.150,5.295
2775,2,12,20,1.0,16,25,2.575,2.648
2776,2,12,20,1.0,14,100,11.159,11.459
2777,2,12,20,1.0,14,75,8.373,8.603
2778,2,12,20,1.0,14,50,5.580,5.730
2779,2,12,20,1.0,14,25,2.790,2.865
2780,2,12,20,0.8,18,100,9.559,9.841
2781,2,12,20,0.8,18,75,7.180,7.370
2782,2,12,20,0.8,18,50,4.780,4.920
2783,2,12,20,0.8,18,25,2.390,2.460
2784,2,12,20,0.8,16,100,10.301,10.590
2785,2,12,20,0.8,16,75,7.726,7.932
2786,2,12,20,0.8,16,50,5.150,5.295
2787,2,12,20,0.8,16,25,2.559,2.648
2788,2,12,20,0.8,14,100,11.159,11.459
2789,2,12,20,0.8,14,75,8.373,8.603
2790,2,12,20,0.8,14,50,5.580,5.730
2791,2,12,20,0.8,14,25,2.790,2.865
2792,2,12,20,0.6,18,100,9.574,9.841
2793,2,12,20,0.6,18,75,7.180,7.380
2794,2,12,20,0.6,18,50,4.787,4.920
2795,2,12,20,0.6,18,25,2.394,2.460
2796,2,12,20,0.6,16,100,10.235,10.590
2797,2,12,20,0.6,16,75,7.726,7.958
2798,2,12,20,0.6,16,50,5.117,5.295
2799,2,12,20,0.6,16,25,2.559,2.648
2800,2,12,20,0.6,14,100,11.159,11.461
2801,2,12,20,0.6,14,75,8.386,8.603
2802,2,12,20,0.6,14,50,5.580,5.731
2803,2,12,20,0.6,14,25,2.790,2.865
2804,2,12,10,1.0,18,100,11.650,11.961
2805,2,12,10,1.0,18,75,8.749,8.980
2806,2,12,10,1.0,18,50,5.825,5.981
2807,2,12,10,1.0,18,25,2.913,2.990
2808,2,12,10,1.0,16,100,12.695,13.096
2809,2,12,10,1.0,16,75,9.541,9.841
2810,2,12,10,1.0,16,50,6.348,6.548
2811,2,12,10,1.0,16,25,3.174,3.274
2812,2,12,10,1.0,14,100,14.108,14.492
2813,2,12,10,1.0,14,75,10.581,10.853
2814,2,12,10,1.0,14,50,7.054,7.246
2815,2,12,10,1.0,14,25,3.527,3.623
2816,2,12,10,0.8,18,100,11.575,11.952
2817,2,12,10,0.8,18,75,8.749,8.980
2818,2,12,10,0.8,18,50,5.788,5.976
2819,2,12,10,0.8,18,25,2.894,2.988
2820,2,12,10,0.8,16,100,12.695,13.096
2821,2,12,10,0.8,16,75,9.574,9.841
2822,2,12,10,0.8,16,50,6.348,6.548
2823,2,12,10,0.8,16,25,3.194,3.274
2824,2,12,10,0.8,14,100,14.097,14.492
2825,2,12,10,0.8,14,75,10.573,10.853
2826,2,12,10,0.8,14,50,7.048,7.246
